0.0,68.631
1.0,66.979
2.0,67.02
3.0,69.317
4.0,69.61
5.0,69.571
6.0,69.215
7.0,69.215
8.0,69.857
9.0,71.553
10.0,70.589
11.0,70.179
12.0,70.716
13.0,70.905
14.0,70.179
15.0,70.26
16.0,70.115
17.0,70.469
18.0,72.328
19.0,71.992
20.0,70.946
21.0,71.596
22.0,69.796
23.0,68.609
24.0,67.692
25.0,66.169
26.0,66.523
27.0,67.002
28.0,67.02
29.0,67.464
30.0,66.29
31.0,65.353
32.0,64.85
33.0,64.201
34.0,64.43
35.0,65.265
36.0,65.353
37.0,65.541
38.0,65.668
39.0,66.146
40.0,66.588
41.0,65.668
42.0,65.604
43.0,64.705
44.0,63.536
45.0,63.158
46.0,63.434
47.0,64.083
48.0,63.618
49.0,61.911
50.0,61.443
51.0,61.593
52.0,62.427
53.0,62.151
54.0,60.927
55.0,59.924
56.0,60.404
57.0,60.15
58.0,59.233
59.0,59.802
60.0,60.673
61.0,60.491
62.0,61.614
63.0,61.72
64.0,61.551
65.0,60.842
66.0,61.324
67.0,61.846
68.0,62.638
69.0,61.051
70.0,61.528
71.0,62.323
72.0,62.406
73.0,62.238
74.0,63.892
75.0,64.808
76.0,64.932
77.0,64.123
78.0,64.705
79.0,65.687
80.0,66.039
81.0,67.063
82.0,66.104
83.0,65.353
84.0,65.31
85.0,66.394
86.0,65.456
87.0,65.226
88.0,64.557
89.0,63.641
90.0,64.725
91.0,65.104
92.0,65.954
93.0,65.519
94.0,65.897
95.0,66.146
96.0,65.687
97.0,64.643
98.0,63.451
99.0,63.39
100.0,62.745
101.0,61.74
102.0,62.427
103.0,63.451
104.0,63.2
105.0,62.805
106.0,62.598
107.0,62.598
108.0,65.707
109.0,65.996
110.0,65.083
111.0,65.394
112.0,63.471
113.0,62.427
114.0,61.178
115.0,61.784
116.0,61.365
117.0,60.34
118.0,61.698
119.0,60.968
120.0,61.465
121.0,60.235
122.0,59.986
123.0,59.653
124.0,60.596
125.0,60.947
126.0,61.178
127.0,61.506
128.0,61.279
129.0,61.221
130.0,61.279
131.0,59.78
132.0,59.295
133.0,57.521
134.0,55.75
135.0,55.537
136.0,56.812
137.0,58.153
138.0,57.773
139.0,57.31
140.0,57.921
141.0,57.333
142.0,56.708
143.0,57.086
144.0,57.352
145.0,56.581
146.0,57.73
147.0,57.984
148.0,57.044
149.0,57.063
150.0,56.961
151.0,56.961
152.0,56.31
153.0,56.581
154.0,57.21
155.0,56.939
156.0,57.544
157.0,58.317
158.0,58.986
159.0,58.461
160.0,58.046
161.0,57.813
162.0,56.773
163.0,55.249
164.0,54.474
165.0,55.059
166.0,54.914
167.0,54.554
168.0,54.574
169.0,54.7
170.0,54.289
171.0,54.474
172.0,56.794
173.0,57.813
174.0,57.75
175.0,57.253
176.0,57.562
177.0,57.417
178.0,57.773
179.0,58.668
180.0,59.588
181.0,59.78
182.0,59.738
183.0,59.215
184.0,59.03
185.0,58.775
186.0,59.653
187.0,58.562
188.0,58.277
189.0,60.049
190.0,59.924
191.0,58.668
192.0,57.921
193.0,58.541
194.0,59.757
195.0,60.278
196.0,62.151
197.0,62.058
198.0,61.051
199.0,60.17
200.0,59.276
201.0,58.606
202.0,58.668
203.0,59.215
204.0,57.795
205.0,57.19
206.0,57.352
207.0,56.984
208.0,57.374
209.0,56.538
210.0,55.937
211.0,56.752
212.0,56.208
213.0,56.29
214.0,55.454
215.0,55.167
216.0,56.038
217.0,56.623
218.0,55.958
219.0,55.431
220.0,55.081
221.0,55.705
222.0,55.038
223.0,54.616
224.0,54.454
225.0,54.078
226.0,50.988
227.0,50.528
228.0,50.13
229.0,50.257
230.0,51.05
231.0,50.988
232.0,49.84
233.0,48.774
234.0,47.914
235.0,47.832
236.0,48.151
237.0,47.315
238.0,47.705
239.0,47.417
240.0,47.061
241.0,47.957
242.0,48.437
243.0,48.603
244.0,49.524
245.0,48.774
246.0,48.752
247.0,49.984
248.0,49.588
249.0,49.779
250.0,49.84
251.0,50.15
252.0,50.712
253.0,51.367
254.0,51.76
255.0,52.464
256.0,52.549
257.0,54.163
258.0,54.267
259.0,54.7
260.0,54.871
261.0,55.705
262.0,55.559
263.0,54.83
264.0,54.974
265.0,55.229
266.0,55.122
267.0,55.769
268.0,55.75
269.0,56.143
270.0,57.063
271.0,57.626
272.0,58.192
273.0,57.23
274.0,59.048
275.0,58.668
276.0,58.398
277.0,58.967
278.0,59.693
279.0,59.357
280.0,58.775
281.0,58.606
282.0,59.527
283.0,59.484
284.0,58.944
285.0,58.944
286.0,59.61
287.0,59.088
288.0,60.533
289.0,61.242
290.0,61.487
291.0,61.073
292.0,61.824
293.0,61.911
294.0,61.74
295.0,62.427
296.0,62.785
297.0,63.285
298.0,63.076
299.0,63.785
300.0,61.802
301.0,60.968
302.0,60.15
303.0,60.449
304.0,60.798
305.0,60.449
306.0,61.571
307.0,60.128
308.0,60.927
309.0,61.201
310.0,62.095
311.0,64.264
312.0,65.353
313.0,63.74
314.0,65.77
315.0,64.954
316.0,63.997
317.0,63.847
318.0,66.875
319.0,64.452
320.0,65.104
321.0,64.871
322.0,64.43
323.0,63.137
324.0,65.496
325.0,64.494
326.0,63.412
327.0,63.434
328.0,63.054
329.0,63.265
330.0,62.827
331.0,62.969
332.0,61.72
333.0,61.221
334.0,61.698
335.0,62.427
336.0,63.471
337.0,62.216
338.0,60.968
339.0,60.087
340.0,60.15
341.0,61.033
342.0,60.735
343.0,61.802
344.0,62.427
345.0,63.119
346.0,62.87
347.0,62.216
348.0,60.842
349.0,61.302
350.0,61.633
351.0,62.278
352.0,63.325
353.0,62.991
354.0,64.123
355.0,64.143
356.0,63.805
357.0,64.514
358.0,64.43
359.0,66.126
360.0,67.148
361.0,67.856
362.0,68.544
363.0,71.181
364.0,71.181
365.0,70.385
366.0,70.989
367.0,73.41
368.0,72.972
369.0,72.599
370.0,73.893
371.0,74.191
372.0,73.285
373.0,72.992
374.0,69.738
375.0,70.529
376.0,71.138
377.0,71.576
378.0,70.406
379.0,71.992
380.0,73.285
381.0,75.41
382.0,76.4
383.0,75.626
384.0,75.209
385.0,72.683
386.0,69.877
387.0,70.24
388.0,67.148
389.0,65.373
390.0,66.773
391.0,65.039
392.0,64.392
393.0,64.77
394.0,66.104
395.0,67.442
396.0,65.77
397.0,66.227
398.0,68.006
399.0,68.006
400.0,65.519
401.0,64.083
402.0,62.745
403.0,62.785
404.0,63.011
405.0,62.075
406.0,60.449
407.0,61.72
408.0,63.18
409.0,62.827
410.0,60.755
411.0,60.947
412.0,62.278
413.0,62.617
414.0,63.011
415.0,63.954
416.0,63.434
417.0,63.785
418.0,66.605
419.0,67.564
420.0,69.088
421.0,68.566
422.0,69.775
423.0,70.051
424.0,69.76
425.0,66.353
426.0,66.917
427.0,64.705
428.0,64.284
429.0,63.096
430.0,63.494
431.0,64.705
432.0,62.577
433.0,61.72
434.0,62.095
435.0,62.598
436.0,62.174
437.0,61.221
438.0,62.075
439.0,62.534
440.0,61.158
441.0,61.911
442.0,61.802
443.0,61.74
444.0,61.378
445.0,60.652
446.0,60.213
447.0,60.404
448.0,59.03
449.0,58.317
450.0,59.484
451.0,59.944
452.0,59.527
453.0,59.357
454.0,60.069
455.0,60.673
456.0,60.404
457.0,59.862
458.0,60.404
459.0,60.235
460.0,60.128
461.0,59.419
462.0,59.693
463.0,60.575
464.0,60.32
465.0,60.107
466.0,60.362
467.0,59.882
468.0,56.708
469.0,57.21
470.0,58.461
471.0,58.171
472.0,58.732
473.0,59.462
474.0,58.626
475.0,57.75
476.0,57.773
477.0,57.397
478.0,56.984
479.0,57.773
480.0,57.941
481.0,58.232
482.0,58.541
483.0,57.667
484.0,56.581
485.0,56.708
486.0,57.562
487.0,57.921
488.0,58.442
489.0,59.07
490.0,56.059
491.0,55.537
492.0,55.685
493.0,57.044
494.0,57.459
495.0,57.168
496.0,57.481
497.0,57.333
498.0,57.397
499.0,57.857
500.0,57.984
501.0,57.646
502.0,59.088
503.0,59.008
504.0,60.362
505.0,59.151
506.0,59.507
507.0,59.484
508.0,60.17
509.0,60.258
510.0,59.986
511.0,60.575
512.0,59.527
513.0,59.484
514.0,59.317
515.0,59.61
516.0,59.108
517.0,59.03
518.0,59.442
519.0,60.947
520.0,63.536
521.0,64.123
522.0,62.969
523.0,63.054
524.0,64.705
525.0,65.083
